Timestamp,VAV_2_01_DamperPos (%),VAV_2_01_SpaceTemp (°F)
01-Feb-18 11:00:03 AM PST,nan,70.2
01-Feb-18 11:10:02 AM PST,24.2,nan
01-Feb-18 11:10:02 AM PST,nan,70.4
01-Feb-18 11:20:01 AM PST,23,nan
01-Feb-18 11:20:02 AM PST,nan,70.4
01-Feb-18 11:30:02 AM PST,22.4,nan
01-Feb-18 11:30:02 AM PST,nan,70.4
01-Feb-18 11:40:02 AM PST,25.5,nan
01-Feb-18 11:40:02 AM PST,nan,70.3
01-Feb-18 11:50:02 AM PST,22.3,nan
01-Feb-18 11:50:02 AM PST,nan,70.1
01-Feb-18 12:00:02 PM PST,27,nan
01-Feb-18 12:00:02 PM PST,nan,70.1
01-Feb-18 12:10:02 PM PST,29.2,nan
01-Feb-18 12:10:02 PM PST,nan,70.2
01-Feb-18 12:20:01 PM PST,20.7,nan
01-Feb-18 12:20:02 PM PST,nan,70.3
01-Feb-18 12:30:01 PM PST,21.4,nan
01-Feb-18 12:30:02 PM PST,nan,70.5
01-Feb-18 12:40:01 PM PST,22.4,nan
01-Feb-18 12:40:02 PM PST,nan,70.8
01-Feb-18 12:50:01 PM PST,18.4,nan
01-Feb-18 12:50:02 PM PST,nan,70.9
01-Feb-18 1:00:02 PM PST,17.7,nan
01-Feb-18 1:00:02 PM PST,nan,71.1
01-Feb-18 1:10:02 PM PST,19.8,nan
01-Feb-18 1:10:02 PM PST,nan,71.2
01-Feb-18 1:20:01 PM PST,22.7,nan
01-Feb-18 1:20:01 PM PST,nan,71.3
01-Feb-18 1:30:00 PM PST,20.6,nan
01-Feb-18 1:30:00 PM PST,nan,71.5
01-Feb-18 1:40:02 PM PST,25.4,nan
01-Feb-18 1:40:02 PM PST,nan,71.8
01-Feb-18 1:50:02 PM PST,28.4,nan
01-Feb-18 1:50:02 PM PST,nan,72.6
01-Feb-18 2:00:02 PM PST,24.5,nan
01-Feb-18 2:00:02 PM PST,nan,73.3
01-Feb-18 2:10:01 PM PST,27.3,nan
01-Feb-18 2:10:01 PM PST,nan,73.9
01-Feb-18 2:20:02 PM PST,28.2,nan
01-Feb-18 2:20:02 PM PST,nan,74.4
01-Feb-18 2:30:02 PM PST,31.9,nan
01-Feb-18 2:30:02 PM PST,nan,74.8
01-Feb-18 2:40:01 PM PST,34,nan
01-Feb-18 2:40:01 PM PST,nan,75
01-Feb-18 2:50:06 PM PST,30.8,nan
01-Feb-18 2:50:06 PM PST,nan,73.8
01-Feb-18 3:00:03 PM PST,30.8,nan
01-Feb-18 3:00:03 PM PST,nan,73.8
01-Feb-18 3:10:01 PM PST,34.5,nan
01-Feb-18 3:10:01 PM PST,nan,74.4
01-Feb-18 3:20:02 PM PST,30,nan
01-Feb-18 3:20:02 PM PST,nan,73.5
01-Feb-18 3:30:02 PM PST,34.2,nan
01-Feb-18 3:30:02 PM PST,nan,74.1
01-Feb-18 3:40:02 PM PST,37.2,nan
01-Feb-18 3:40:02 PM PST,nan,74.3
01-Feb-18 3:50:02 PM PST,37.2,nan
01-Feb-18 3:50:02 PM PST,nan,73.6
01-Feb-18 4:00:02 PM PST,31,nan
01-Feb-18 4:00:03 PM PST,nan,74.4
01-Feb-18 4:10:01 PM PST,30,nan
01-Feb-18 4:10:01 PM PST,nan,74
01-Feb-18 4:20:01 PM PST,34.2,nan
01-Feb-18 4:20:01 PM PST,nan,73.7
01-Feb-18 4:30:03 PM PST,30.7,nan
01-Feb-18 4:30:03 PM PST,nan,74.3
01-Feb-18 4:40:02 PM PST,30,nan
01-Feb-18 4:40:02 PM PST,nan,73.5
01-Feb-18 4:50:02 PM PST,30.5,nan
01-Feb-18 4:50:02 PM PST,nan,73.8
01-Feb-18 5:00:03 PM PST,30.5,nan
01-Feb-18 5:00:03 PM PST,nan,74.4
01-Feb-18 5:10:01 PM PST,30.5,nan
01-Feb-18 5:10:01 PM PST,nan,73.9
01-Feb-18 5:20:01 PM PST,29.2,nan
01-Feb-18 5:20:01 PM PST,nan,73.4
01-Feb-18 5:30:07 PM PST,26,nan
01-Feb-18 5:30:07 PM PST,nan,73.8
01-Feb-18 5:40:02 PM PST,25.7,nan
01-Feb-18 5:40:02 PM PST,nan,73.9
01-Feb-18 5:50:02 PM PST,26.2,nan
01-Feb-18 5:50:02 PM PST,nan,73.8
01-Feb-18 6:00:02 PM PST,21.6,nan
01-Feb-18 6:00:02 PM PST,nan,73.7
01-Feb-18 6:10:02 PM PST,18.6,nan
01-Feb-18 6:10:02 PM PST,nan,73.7
01-Feb-18 6:20:01 PM PST,20.9,nan
01-Feb-18 6:20:01 PM PST,nan,73.7
01-Feb-18 6:30:03 PM PST,23.2,nan
01-Feb-18 6:30:04 PM PST,nan,73.6
01-Feb-18 6:40:02 PM PST,18.8,nan
01-Feb-18 6:40:02 PM PST,nan,73.5
01-Feb-18 6:50:02 PM PST,20.8,nan
01-Feb-18 6:50:02 PM PST,nan,73.4
01-Feb-18 7:00:03 PM PST,22.8,nan
01-Feb-18 7:00:03 PM PST,nan,73.3
01-Feb-18 7:10:01 PM PST,0,nan
01-Feb-18 7:10:01 PM PST,nan,73.2
01-Feb-18 7:20:01 PM PST,0,nan
01-Feb-18 7:20:01 PM PST,nan,73.1
01-Feb-18 7:30:02 PM PST,0,nan
01-Feb-18 7:30:02 PM PST,nan,73
01-Feb-18 7:40:01 PM PST,0,nan
01-Feb-18 7:40:01 PM PST,nan,72.9
01-Feb-18 7:50:01 PM PST,0,nan
01-Feb-18 7:50:01 PM PST,nan,72.8
01-Feb-18 8:00:03 PM PST,0,nan
01-Feb-18 8:00:03 PM PST,nan,72.7
01-Feb-18 8:10:01 PM PST,0,nan
01-Feb-18 8:10:01 PM PST,nan,72.6
01-Feb-18 8:20:02 PM PST,0,nan
01-Feb-18 8:20:02 PM PST,nan,72.5
01-Feb-18 8:30:02 PM PST,0,nan
01-Feb-18 8:30:02 PM PST,nan,72.4
01-Feb-18 8:40:02 PM PST,0,nan
01-Feb-18 8:40:02 PM PST,nan,72.3
01-Feb-18 8:50:02 PM PST,0,nan
01-Feb-18 8:50:02 PM PST,nan,72.2
01-Feb-18 9:00:02 PM PST,0,nan
01-Feb-18 9:00:02 PM PST,nan,72.2
01-Feb-18 9:10:02 PM PST,0,nan
01-Feb-18 9:10:02 PM PST,nan,72.1
01-Feb-18 9:20:01 PM PST,0,nan
01-Feb-18 9:20:02 PM PST,nan,72
01-Feb-18 9:30:02 PM PST,0,nan
01-Feb-18 9:30:02 PM PST,nan,72
01-Feb-18 9:40:02 PM PST,0,nan
01-Feb-18 9:40:02 PM PST,nan,71.9
01-Feb-18 9:50:01 PM PST,0,nan
01-Feb-18 9:50:01 PM PST,nan,71.8
01-Feb-18 10:00:02 PM PST,0,nan
01-Feb-18 10:00:02 PM PST,nan,71.7
01-Feb-18 10:10:02 PM PST,0,nan
01-Feb-18 10:10:02 PM PST,nan,71.7
01-Feb-18 10:20:02 PM PST,0,nan
01-Feb-18 10:20:02 PM PST,nan,71.6
01-Feb-18 10:30:03 PM PST,0,nan
01-Feb-18 10:30:03 PM PST,nan,71.5
01-Feb-18 10:40:02 PM PST,0,nan
01-Feb-18 10:40:02 PM PST,nan,71.4
01-Feb-18 10:50:03 PM PST,0,nan
01-Feb-18 10:50:03 PM PST,nan,71.4
01-Feb-18 11:00:02 PM PST,0,nan
01-Feb-18 11:00:03 PM PST,nan,71.3
01-Feb-18 11:10:01 PM PST,0,nan
01-Feb-18 11:10:02 PM PST,nan,71.2
01-Feb-18 11:20:02 PM PST,0,nan
01-Feb-18 11:20:02 PM PST,nan,71.2
01-Feb-18 11:30:03 PM PST,0,nan
01-Feb-18 11:30:03 PM PST,nan,71.1
01-Feb-18 11:40:02 PM PST,0,nan
01-Feb-18 11:40:02 PM PST,nan,71
01-Feb-18 11:50:02 PM PST,0,nan
01-Feb-18 11:50:02 PM PST,nan,71
02-Feb-18 12:00:02 AM PST,0,nan
02-Feb-18 12:00:02 AM PST,nan,70.9
02-Feb-18 12:10:01 AM PST,0,nan
02-Feb-18 12:10:02 AM PST,nan,70.8
02-Feb-18 12:20:02 AM PST,0,nan
02-Feb-18 12:20:02 AM PST,nan,70.8
02-Feb-18 12:30:05 AM PST,0,nan
02-Feb-18 12:30:05 AM PST,nan,70.7
02-Feb-18 12:40:02 AM PST,0,nan
02-Feb-18 12:40:02 AM PST,nan,70.6
02-Feb-18 12:50:02 AM PST,0,nan
02-Feb-18 12:50:02 AM PST,nan,70.6
02-Feb-18 1:00:03 AM PST,0,nan
02-Feb-18 1:00:03 AM PST,nan,70.5
02-Feb-18 1:10:01 AM PST,0,nan
02-Feb-18 1:10:02 AM PST,nan,70.5
02-Feb-18 1:20:01 AM PST,0,nan
02-Feb-18 1:20:02 AM PST,nan,70.4
02-Feb-18 1:30:01 AM PST,0,nan
02-Feb-18 1:30:01 AM PST,nan,70.4
02-Feb-18 1:40:02 AM PST,0,nan
02-Feb-18 1:40:02 AM PST,nan,70.3
02-Feb-18 1:50:01 AM PST,0,nan
02-Feb-18 1:50:01 AM PST,nan,70.2
02-Feb-18 2:00:02 AM PST,0,nan
02-Feb-18 2:00:02 AM PST,nan,70.2
02-Feb-18 2:10:01 AM PST,0,nan
02-Feb-18 2:10:01 AM PST,nan,70.1
02-Feb-18 2:20:02 AM PST,0,nan
02-Feb-18 2:20:02 AM PST,nan,70.1
02-Feb-18 2:30:02 AM PST,0,nan
02-Feb-18 2:30:02 AM PST,nan,70
02-Feb-18 2:40:01 AM PST,0,nan
02-Feb-18 2:40:01 AM PST,nan,70
02-Feb-18 2:50:02 AM PST,0,nan
02-Feb-18 2:50:02 AM PST,nan,69.9
02-Feb-18 3:00:02 AM PST,0,nan
02-Feb-18 3:00:03 AM PST,nan,69.8
02-Feb-18 3:10:02 AM PST,0,nan
02-Feb-18 3:10:02 AM PST,nan,69.8
02-Feb-18 3:20:01 AM PST,0,nan
02-Feb-18 3:20:01 AM PST,nan,69.8
02-Feb-18 3:30:03 AM PST,0,nan
02-Feb-18 3:30:03 AM PST,nan,69.7
02-Feb-18 3:40:01 AM PST,0,nan
02-Feb-18 3:40:01 AM PST,nan,69.6
02-Feb-18 3:50:01 AM PST,0,nan
02-Feb-18 3:50:01 AM PST,nan,69.6
02-Feb-18 4:00:03 AM PST,0,nan
02-Feb-18 4:00:03 AM PST,nan,69.5
02-Feb-18 4:10:03 AM PST,0,nan
02-Feb-18 4:10:03 AM PST,nan,69.5
02-Feb-18 4:20:02 AM PST,0,nan
02-Feb-18 4:20:02 AM PST,nan,69.4
02-Feb-18 4:30:02 AM PST,0,nan
02-Feb-18 4:30:02 AM PST,nan,69.4
02-Feb-18 4:40:03 AM PST,0,nan
02-Feb-18 4:40:03 AM PST,nan,69.3
02-Feb-18 4:50:01 AM PST,0,nan
02-Feb-18 4:50:01 AM PST,nan,69.3
02-Feb-18 5:00:03 AM PST,0,nan
02-Feb-18 5:00:03 AM PST,nan,69.2
02-Feb-18 5:10:02 AM PST,0,nan
02-Feb-18 5:10:02 AM PST,nan,69.2
02-Feb-18 5:20:01 AM PST,0,nan
02-Feb-18 5:20:01 AM PST,nan,69.1
02-Feb-18 5:30:02 AM PST,0,nan
02-Feb-18 5:30:02 AM PST,nan,69.1
02-Feb-18 5:40:01 AM PST,0,nan
02-Feb-18 5:40:01 AM PST,nan,69.1
02-Feb-18 5:50:02 AM PST,0,nan
02-Feb-18 5:50:02 AM PST,nan,69.1
02-Feb-18 6:00:03 AM PST,0,nan
02-Feb-18 6:00:03 AM PST,nan,69
02-Feb-18 6:10:01 AM PST,18.1,nan
02-Feb-18 6:10:01 AM PST,nan,68.9
02-Feb-18 6:20:02 AM PST,20.3,nan
02-Feb-18 6:20:02 AM PST,nan,68.9
02-Feb-18 6:30:02 AM PST,17.8,nan
02-Feb-18 6:30:02 AM PST,nan,68.9
02-Feb-18 6:40:01 AM PST,20.1,nan
02-Feb-18 6:40:01 AM PST,nan,68.8
02-Feb-18 6:50:01 AM PST,17.6,nan
02-Feb-18 6:50:01 AM PST,nan,68.8
02-Feb-18 7:00:03 AM PST,17.6,nan
02-Feb-18 7:00:03 AM PST,nan,68.8
02-Feb-18 7:10:01 AM PST,17.7,nan
02-Feb-18 7:10:01 AM PST,nan,68.7
02-Feb-18 7:20:02 AM PST,17.7,nan
02-Feb-18 7:20:02 AM PST,nan,68.7
02-Feb-18 7:30:03 AM PST,18.7,nan
02-Feb-18 7:30:03 AM PST,nan,68.7
02-Feb-18 7:40:01 AM PST,17.8,nan
02-Feb-18 7:40:01 AM PST,nan,68.6
02-Feb-18 7:50:02 AM PST,20,nan
02-Feb-18 7:50:02 AM PST,nan,68.7
02-Feb-18 8:00:02 AM PST,17.7,nan
02-Feb-18 8:00:02 AM PST,nan,68.7
02-Feb-18 8:10:02 AM PST,17.7,nan
02-Feb-18 8:10:02 AM PST,nan,68.7
02-Feb-18 8:20:01 AM PST,17.6,nan
02-Feb-18 8:20:01 AM PST,nan,68.7
02-Feb-18 8:30:02 AM PST,18.5,nan
02-Feb-18 8:30:02 AM PST,nan,68.8
02-Feb-18 8:40:02 AM PST,20.6,nan
02-Feb-18 8:40:02 AM PST,nan,68.9
02-Feb-18 8:50:02 AM PST,17.8,nan
02-Feb-18 8:50:02 AM PST,nan,69
02-Feb-18 9:00:02 AM PST,20.3,nan
02-Feb-18 9:00:02 AM PST,nan,69.1
02-Feb-18 9:10:08 AM PST,17.6,nan
02-Feb-18 9:10:08 AM PST,nan,69.2
02-Feb-18 9:20:01 AM PST,20.6,nan
02-Feb-18 9:20:02 AM PST,nan,69.3
02-Feb-18 9:30:02 AM PST,22.2,nan
02-Feb-18 9:30:02 AM PST,nan,69.4
02-Feb-18 9:40:02 AM PST,19.2,nan
02-Feb-18 9:40:02 AM PST,nan,69.6
02-Feb-18 9:50:01 AM PST,19.2,nan
02-Feb-18 9:50:01 AM PST,nan,69.7
02-Feb-18 10:00:02 AM PST,22.5,nan
02-Feb-18 10:00:02 AM PST,nan,69.8
02-Feb-18 10:10:24 AM PST,28.3,nan
02-Feb-18 10:10:24 AM PST,nan,70.1
02-Feb-18 10:20:35 AM PST,29,nan
02-Feb-18 10:20:36 AM PST,nan,70.3
02-Feb-18 10:30:03 AM PST,24,nan
02-Feb-18 10:30:04 AM PST,nan,70.6
02-Feb-18 10:40:09 AM PST,26.9,nan
02-Feb-18 10:40:09 AM PST,nan,70.9
02-Feb-18 10:50:01 AM PST,28.5,nan
02-Feb-18 10:50:01 AM PST,nan,71.4
02-Feb-18 11:00:02 AM PST,24.2,nan
02-Feb-18 11:00:02 AM PST,nan,71.7
02-Feb-18 11:10:02 AM PST,26.8,nan
02-Feb-18 11:10:02 AM PST,nan,71.8
02-Feb-18 11:20:01 AM PST,29.9,nan
02-Feb-18 11:20:01 AM PST,nan,72.1
02-Feb-18 11:30:02 AM PST,22.9,nan
02-Feb-18 11:30:02 AM PST,nan,72.4
02-Feb-18 11:40:01 AM PST,22.9,nan
02-Feb-18 11:40:01 AM PST,nan,72.8
02-Feb-18 11:50:01 AM PST,22.8,nan
02-Feb-18 11:50:01 AM PST,nan,73.1
02-Feb-18 12:00:03 PM PST,24.4,nan
02-Feb-18 12:00:03 PM PST,nan,73.4
02-Feb-18 12:10:02 PM PST,27.2,nan
02-Feb-18 12:10:02 PM PST,nan,73.7
02-Feb-18 12:20:02 PM PST,29,nan
02-Feb-18 12:20:02 PM PST,nan,73.7
02-Feb-18 12:30:02 PM PST,29,nan
02-Feb-18 12:30:02 PM PST,nan,73.8
02-Feb-18 12:40:01 PM PST,26.3,nan
02-Feb-18 12:40:01 PM PST,nan,73.9
02-Feb-18 12:50:01 PM PST,24.4,nan
02-Feb-18 12:50:02 PM PST,nan,74
02-Feb-18 1:00:03 PM PST,22.4,nan
02-Feb-18 1:00:03 PM PST,nan,74.2
02-Feb-18 1:10:01 PM PST,22.4,nan
02-Feb-18 1:10:01 PM PST,nan,74.4
02-Feb-18 1:20:02 PM PST,23,nan
02-Feb-18 1:20:02 PM PST,nan,74.4
02-Feb-18 1:30:00 PM PST,22.5,nan
02-Feb-18 1:30:00 PM PST,nan,74.4
02-Feb-18 1:40:02 PM PST,18.8,nan
02-Feb-18 1:40:02 PM PST,nan,74.5
02-Feb-18 1:50:02 PM PST,18.8,nan
02-Feb-18 1:50:02 PM PST,nan,74.6
02-Feb-18 2:00:02 PM PST,33.3,nan
02-Feb-18 2:00:02 PM PST,nan,74.8
02-Feb-18 2:10:02 PM PST,31.5,nan
02-Feb-18 2:10:02 PM PST,nan,75.3
02-Feb-18 2:20:03 PM PST,30.8,nan
02-Feb-18 2:20:03 PM PST,nan,74.1
02-Feb-18 2:30:02 PM PST,33.6,nan
02-Feb-18 2:30:02 PM PST,nan,73.5
02-Feb-18 2:40:01 PM PST,30.5,nan
02-Feb-18 2:40:01 PM PST,nan,74.6
02-Feb-18 2:50:01 PM PST,31.9,nan
02-Feb-18 2:50:02 PM PST,nan,73.6
02-Feb-18 3:00:03 PM PST,36.6,nan
02-Feb-18 3:00:03 PM PST,nan,74.1
02-Feb-18 3:10:02 PM PST,37.6,nan
02-Feb-18 3:10:02 PM PST,nan,74.3
02-Feb-18 3:20:02 PM PST,30.7,nan
02-Feb-18 3:20:02 PM PST,nan,73.7
02-Feb-18 3:30:03 PM PST,33.6,nan
02-Feb-18 3:30:04 PM PST,nan,74.1
02-Feb-18 3:40:02 PM PST,37.3,nan
02-Feb-18 3:40:02 PM PST,nan,74.1
02-Feb-18 3:50:02 PM PST,30.7,nan
02-Feb-18 3:50:02 PM PST,nan,73.8
02-Feb-18 4:00:01 PM PST,33.5,nan
02-Feb-18 4:00:02 PM PST,nan,73.9
02-Feb-18 4:10:01 PM PST,37.4,nan
02-Feb-18 4:10:01 PM PST,nan,74.4
02-Feb-18 4:20:02 PM PST,29.5,nan
02-Feb-18 4:20:02 PM PST,nan,73.8
02-Feb-18 4:30:02 PM PST,33.7,nan
02-Feb-18 4:30:02 PM PST,nan,74
02-Feb-18 4:40:02 PM PST,36.6,nan
02-Feb-18 4:40:02 PM PST,nan,74.1
02-Feb-18 4:50:05 PM PST,30.5,nan
02-Feb-18 4:50:05 PM PST,nan,73.9
02-Feb-18 5:00:02 PM PST,33,nan
02-Feb-18 5:00:02 PM PST,nan,74.1
02-Feb-18 5:10:03 PM PST,36.5,nan
02-Feb-18 5:10:03 PM PST,nan,73.9
02-Feb-18 5:20:02 PM PST,30.5,nan
02-Feb-18 5:20:02 PM PST,nan,73.9
02-Feb-18 5:30:02 PM PST,32.8,nan
02-Feb-18 5:30:02 PM PST,nan,74
02-Feb-18 5:40:01 PM PST,37.5,nan
02-Feb-18 5:40:01 PM PST,nan,73.8
02-Feb-18 5:50:02 PM PST,30.2,nan
02-Feb-18 5:50:02 PM PST,nan,74
02-Feb-18 6:00:03 PM PST,30.2,nan
02-Feb-18 6:00:03 PM PST,nan,74.2
02-Feb-18 6:10:02 PM PST,37.3,nan
02-Feb-18 6:10:02 PM PST,nan,73.6
02-Feb-18 6:20:02 PM PST,28.4,nan
02-Feb-18 6:20:02 PM PST,nan,73.7
02-Feb-18 6:30:03 PM PST,29.7,nan
02-Feb-18 6:30:03 PM PST,nan,74
02-Feb-18 6:40:02 PM PST,22.3,nan
02-Feb-18 6:40:02 PM PST,nan,74.1
02-Feb-18 6:50:02 PM PST,18.8,nan
02-Feb-18 6:50:02 PM PST,nan,74
02-Feb-18 7:00:03 PM PST,18.8,nan
02-Feb-18 7:00:03 PM PST,nan,73.9
02-Feb-18 7:10:01 PM PST,0,nan
02-Feb-18 7:10:02 PM PST,nan,73.8
02-Feb-18 7:20:02 PM PST,0,nan
02-Feb-18 7:20:03 PM PST,nan,73.8
02-Feb-18 7:30:02 PM PST,0,nan
02-Feb-18 7:30:03 PM PST,nan,73.8
02-Feb-18 7:40:02 PM PST,0,nan
02-Feb-18 7:40:02 PM PST,nan,73.8
02-Feb-18 7:50:03 PM PST,0,nan
02-Feb-18 7:50:03 PM PST,nan,73.8
02-Feb-18 8:00:02 PM PST,0,nan
02-Feb-18 8:00:02 PM PST,nan,73.8
02-Feb-18 8:10:03 PM PST,0,nan
02-Feb-18 8:10:03 PM PST,nan,73.8
02-Feb-18 8:20:02 PM PST,0,nan
02-Feb-18 8:20:02 PM PST,nan,73.8
02-Feb-18 8:30:02 PM PST,0,nan
02-Feb-18 8:30:02 PM PST,nan,73.7
02-Feb-18 8:40:02 PM PST,0,nan
02-Feb-18 8:40:02 PM PST,nan,73.7
02-Feb-18 8:50:02 PM PST,0,nan
02-Feb-18 8:50:02 PM PST,nan,73.7
02-Feb-18 9:00:02 PM PST,0,nan
02-Feb-18 9:00:02 PM PST,nan,73.6
02-Feb-18 9:10:03 PM PST,0,nan
02-Feb-18 9:10:03 PM PST,nan,73.5
02-Feb-18 9:20:02 PM PST,0,nan
02-Feb-18 9:20:02 PM PST,nan,73.4
02-Feb-18 9:30:03 PM PST,0,nan
02-Feb-18 9:30:04 PM PST,nan,73.4
02-Feb-18 9:40:02 PM PST,0,nan
02-Feb-18 9:40:02 PM PST,nan,73.3
02-Feb-18 9:50:02 PM PST,0,nan
02-Feb-18 9:50:02 PM PST,nan,73.2
02-Feb-18 10:00:03 PM PST,0,nan
02-Feb-18 10:00:03 PM PST,nan,73.1
02-Feb-18 10:10:02 PM PST,0,nan
02-Feb-18 10:10:02 PM PST,nan,73.1
02-Feb-18 10:20:02 PM PST,0,nan
02-Feb-18 10:20:02 PM PST,nan,73
02-Feb-18 10:30:02 PM PST,0,nan
02-Feb-18 10:30:03 PM PST,nan,73
02-Feb-18 10:40:02 PM PST,0,nan
02-Feb-18 10:40:02 PM PST,nan,73
02-Feb-18 10:50:02 PM PST,0,nan
02-Feb-18 10:50:02 PM PST,nan,72.9
02-Feb-18 11:00:03 PM PST,0,nan
02-Feb-18 11:00:03 PM PST,nan,72.9
02-Feb-18 11:10:01 PM PST,0,nan
02-Feb-18 11:10:01 PM PST,nan,72.8
02-Feb-18 11:20:01 PM PST,0,nan
02-Feb-18 11:20:02 PM PST,nan,72.8
02-Feb-18 11:30:02 PM PST,0,nan
02-Feb-18 11:30:02 PM PST,nan,72.7
02-Feb-18 11:40:02 PM PST,0,nan
02-Feb-18 11:40:02 PM PST,nan,72.6
02-Feb-18 11:50:01 PM PST,0,nan
02-Feb-18 11:50:01 PM PST,nan,72.6
03-Feb-18 12:00:02 AM PST,0,nan
03-Feb-18 12:00:02 AM PST,nan,72.5
03-Feb-18 12:10:01 AM PST,0,nan
03-Feb-18 12:10:01 AM PST,nan,72.4
03-Feb-18 12:20:02 AM PST,0,nan
03-Feb-18 12:20:02 AM PST,nan,72.4
03-Feb-18 12:30:04 AM PST,0,nan
03-Feb-18 12:30:04 AM PST,nan,72.3
03-Feb-18 12:40:02 AM PST,0,nan
03-Feb-18 12:40:02 AM PST,nan,72.2
03-Feb-18 12:50:02 AM PST,0,nan
03-Feb-18 12:50:02 AM PST,nan,72.1
03-Feb-18 1:00:02 AM PST,0,nan
03-Feb-18 1:00:02 AM PST,nan,72
03-Feb-18 1:10:02 AM PST,0,nan
03-Feb-18 1:10:02 AM PST,nan,72
03-Feb-18 1:20:02 AM PST,0,nan
03-Feb-18 1:20:02 AM PST,nan,71.9
03-Feb-18 1:30:02 AM PST,0,nan
03-Feb-18 1:30:02 AM PST,nan,71.8
03-Feb-18 1:40:03 AM PST,0,nan
03-Feb-18 1:40:03 AM PST,nan,71.7
03-Feb-18 1:50:01 AM PST,0,nan
03-Feb-18 1:50:01 AM PST,nan,71.7
03-Feb-18 2:00:02 AM PST,0,nan
03-Feb-18 2:00:02 AM PST,nan,71.6
03-Feb-18 2:10:01 AM PST,0,nan
03-Feb-18 2:10:02 AM PST,nan,71.5
03-Feb-18 2:20:03 AM PST,0,nan
03-Feb-18 2:20:03 AM PST,nan,71.4
03-Feb-18 2:30:02 AM PST,0,nan
03-Feb-18 2:30:02 AM PST,nan,71.4
03-Feb-18 2:40:02 AM PST,0,nan
03-Feb-18 2:40:02 AM PST,nan,71.3
03-Feb-18 2:50:02 AM PST,0,nan
03-Feb-18 2:50:02 AM PST,nan,71.3
03-Feb-18 3:00:03 AM PST,0,nan
03-Feb-18 3:00:03 AM PST,nan,71.2
03-Feb-18 3:10:02 AM PST,0,nan
03-Feb-18 3:10:02 AM PST,nan,71.2
03-Feb-18 3:20:02 AM PST,0,nan
03-Feb-18 3:20:02 AM PST,nan,71.1
03-Feb-18 3:30:02 AM PST,0,nan
03-Feb-18 3:30:02 AM PST,nan,71.1
03-Feb-18 3:40:03 AM PST,0,nan
03-Feb-18 3:40:03 AM PST,nan,71.1
03-Feb-18 3:50:01 AM PST,0,nan
03-Feb-18 3:50:01 AM PST,nan,71.1
03-Feb-18 4:00:02 AM PST,0,nan
03-Feb-18 4:00:02 AM PST,nan,71.2
03-Feb-18 4:10:02 AM PST,0,nan
03-Feb-18 4:10:02 AM PST,nan,71.3
03-Feb-18 4:20:02 AM PST,0,nan
03-Feb-18 4:20:02 AM PST,nan,71.3
03-Feb-18 4:30:03 AM PST,0,nan
03-Feb-18 4:30:03 AM PST,nan,71.4
03-Feb-18 4:40:01 AM PST,0,nan
03-Feb-18 4:40:01 AM PST,nan,71.5
03-Feb-18 4:50:02 AM PST,0,nan
03-Feb-18 4:50:02 AM PST,nan,71.5
03-Feb-18 5:00:03 AM PST,0,nan
03-Feb-18 5:00:03 AM PST,nan,71.6
03-Feb-18 5:10:02 AM PST,0,nan
03-Feb-18 5:10:02 AM PST,nan,71.6
03-Feb-18 5:20:02 AM PST,0,nan
03-Feb-18 5:20:02 AM PST,nan,71.7
03-Feb-18 5:30:03 AM PST,0,nan
03-Feb-18 5:30:03 AM PST,nan,71.8
03-Feb-18 5:40:01 AM PST,0,nan
03-Feb-18 5:40:01 AM PST,nan,71.8
03-Feb-18 5:50:01 AM PST,0,nan
03-Feb-18 5:50:02 AM PST,nan,71.9
03-Feb-18 6:00:02 AM PST,0,nan
03-Feb-18 6:00:02 AM PST,nan,71.9
03-Feb-18 6:10:02 AM PST,0,nan
03-Feb-18 6:10:02 AM PST,nan,71.9
03-Feb-18 6:20:02 AM PST,0,nan
03-Feb-18 6:20:02 AM PST,nan,72
03-Feb-18 6:30:02 AM PST,0,nan
03-Feb-18 6:30:02 AM PST,nan,72
03-Feb-18 6:40:02 AM PST,0,nan
03-Feb-18 6:40:03 AM PST,nan,72
03-Feb-18 6:50:02 AM PST,0,nan
03-Feb-18 6:50:02 AM PST,nan,72
03-Feb-18 7:00:02 AM PST,0,nan
03-Feb-18 7:00:02 AM PST,nan,72
03-Feb-18 7:10:02 AM PST,0,nan
03-Feb-18 7:10:02 AM PST,nan,72.1
03-Feb-18 7:20:02 AM PST,0,nan
03-Feb-18 7:20:02 AM PST,nan,72.1
03-Feb-18 7:30:03 AM PST,0,nan
03-Feb-18 7:30:03 AM PST,nan,72.1
03-Feb-18 7:40:02 AM PST,0,nan
03-Feb-18 7:40:02 AM PST,nan,72.2
03-Feb-18 7:50:02 AM PST,0,nan
03-Feb-18 7:50:02 AM PST,nan,72.2
03-Feb-18 8:00:03 AM PST,0,nan
03-Feb-18 8:00:03 AM PST,nan,72.2
03-Feb-18 8:10:01 AM PST,0,nan
03-Feb-18 8:10:01 AM PST,nan,72.3
03-Feb-18 8:20:01 AM PST,0,nan
03-Feb-18 8:20:02 AM PST,nan,72.4
03-Feb-18 8:30:03 AM PST,0,nan
03-Feb-18 8:30:03 AM PST,nan,72.4
03-Feb-18 8:40:02 AM PST,0,nan
03-Feb-18 8:40:02 AM PST,nan,72.4
03-Feb-18 8:50:01 AM PST,0,nan
03-Feb-18 8:50:01 AM PST,nan,72.5
